number_of_VNFs 14
number_of_slices 8

1 1 1 1 1 1 1 0 1 0 1 0 1 1 
1 1 1 0 0 1 1 1 1 1 0 1 1 1 
0 1 1 1 1 1 1 0 1 1 1 1 1 0 
1 1 1 0 1 1 1 1 1 0 1 1 1 1 
1 0 1 0 1 1 1 1 1 1 0 1 1 1 
0 1 1 0 1 1 1 1 1 1 0 0 1 1 
1 1 1 1 1 1 1 1 0 1 0 0 1 0 
1 1 0 1 1 1 1 0 0 1 0 1 1 1 
1 1 1 0 1 1 1 1 1 1 0 1 1 1 
1 1 1 0 1 1 1 1 1 1 1 1 0 0 
0 1 0 1 1 1 0 1 1 1 1 1 1 1 
1 1 1 1 0 1 1 0 1 1 1 1 0 1 
1 1 1 1 1 1 1 1 1 1 0 1 0 1 
0 1 1 1 0 1 1 1 1 1 1 1 1 0 
;
0 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 1 1 1 1 1 1 1 1 1 1 0 1 1 
0 1 1 1 1 1 1 1 1 1 1 0 1 0 
1 1 1 1 0 1 1 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 0 1 1 1 0 1 1 
1 0 1 1 1 1 1 1 0 1 1 1 1 0 
0 1 1 1 1 1 0 1 1 1 0 1 0 1 
1 1 0 1 1 1 1 1 1 1 0 1 0 1 
1 1 1 1 1 1 1 1 1 0 0 1 1 1 
1 1 1 1 1 1 1 0 1 1 1 1 0 0 
1 0 1 1 1 1 1 1 0 1 1 0 1 1 
1 0 0 1 1 0 1 0 0 1 1 0 1 1 
1 1 1 1 1 0 1 0 1 1 1 1 0 1 
0 0 1 1 1 1 1 1 1 1 1 1 0 1 
;
0 1 1 1 1 0 1 1 0 0 1 0 1 1 
0 1 1 1 1 1 0 1 1 1 1 0 0 1 
1 0 1 0 1 0 0 1 0 0 1 0 1 0 
1 1 1 0 0 1 1 1 1 0 0 1 0 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
0 0 1 0 0 0 0 1 1 0 0 0 1 1 
1 1 1 0 1 1 0 1 1 1 1 1 1 1 
1 1 0 1 1 1 1 1 1 1 1 1 0 1 
1 1 1 0 0 1 1 1 1 1 0 1 1 1 
0 1 0 1 1 0 0 1 1 0 0 1 1 1 
1 0 0 1 1 1 0 1 1 1 1 1 0 1 
1 1 1 1 0 1 1 0 1 1 1 1 1 1 
1 1 1 0 1 1 1 1 0 1 1 1 1 0 
1 1 1 1 1 0 1 1 0 1 0 1 1 0 
;
1 1 1 0 1 1 1 1 0 1 1 0 1 1 
1 1 1 1 1 0 1 0 1 0 1 1 1 1 
0 1 1 1 1 1 1 1 0 0 1 1 1 1 
1 1 1 0 1 0 1 1 0 0 0 1 0 1 
1 1 0 1 1 1 1 1 1 0 1 0 1 1 
1 1 1 1 0 1 1 0 0 0 1 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 1 0 1 
1 1 1 0 0 1 1 1 1 0 1 0 0 1 
1 1 1 1 0 1 0 1 0 1 1 1 0 0 
1 0 1 1 0 0 0 1 1 1 0 1 1 1 
0 1 1 1 1 1 1 1 0 1 1 1 0 1 
1 1 1 1 1 1 1 0 1 1 1 1 1 0 
1 1 1 1 0 0 1 1 1 1 1 0 0 1 
1 1 1 1 0 1 1 1 0 1 1 1 1 0 
;
1 1 1 1 1 0 0 1 1 0 1 1 1 0 
0 1 0 1 1 0 1 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 1 1 0 1 1 
1 1 1 1 0 1 1 0 1 1 1 1 1 1 
1 1 1 1 1 1 0 1 1 0 0 1 1 1 
1 1 1 1 1 1 1 0 1 1 0 1 0 0 
0 1 1 1 1 1 1 1 1 0 1 1 0 1 
1 0 1 1 0 1 0 1 0 1 1 1 0 1 
0 1 1 0 0 0 0 1 0 1 1 0 0 0 
1 1 1 0 1 1 0 1 1 0 1 0 1 1 
1 1 0 0 0 1 0 1 1 1 1 0 0 1 
1 0 0 1 0 1 1 0 1 1 1 1 0 1 
0 1 1 1 1 1 1 0 1 1 1 1 1 1 
1 1 1 1 0 1 1 0 0 1 1 0 0 1 
;
1 0 1 0 1 0 1 1 1 1 1 1 1 1 
1 1 0 0 1 0 1 1 0 1 0 1 1 1 
1 1 1 1 1 1 0 1 1 1 1 0 1 1 
1 0 0 1 0 1 1 1 1 0 0 1 0 0 
1 1 1 1 0 1 1 1 1 0 0 1 1 1 
0 0 0 0 1 1 1 1 1 1 1 1 0 0 
0 1 0 1 1 1 1 1 0 0 0 1 0 1 
1 0 1 0 1 0 1 0 1 1 1 0 0 0 
0 1 0 1 0 1 0 1 1 1 1 1 1 1 
1 0 1 1 1 1 1 1 1 0 1 0 0 0 
0 1 1 1 1 1 1 1 1 1 0 1 1 1 
0 1 1 1 1 0 0 1 0 1 0 1 1 1 
0 1 1 1 1 1 1 0 1 1 1 1 1 1 
1 1 1 0 1 1 0 0 0 1 1 1 1 1 
;
1 1 1 1 1 1 0 1 1 1 0 0 1 0 
1 1 1 1 1 1 1 1 1 1 1 1 1 1 
1 0 1 1 0 1 0 1 1 1 1 0 0 1 
1 1 1 0 1 1 1 0 0 1 0 1 1 1 
0 1 0 0 1 1 1 0 1 1 1 1 0 1 
0 1 1 1 0 0 1 1 0 1 0 0 1 1 
1 1 1 1 1 1 1 1 1 0 0 1 0 1 
1 0 0 1 1 1 0 1 0 1 0 0 1 1 
1 1 1 1 1 1 1 1 1 1 0 1 1 0 
1 1 1 0 0 1 1 1 0 1 1 1 1 1 
0 0 1 0 1 0 1 1 0 1 0 1 0 1 
1 0 1 1 1 1 1 1 1 1 0 1 1 1 
1 1 0 1 1 1 1 1 0 1 1 1 1 1 
1 0 1 0 1 1 0 0 1 1 1 1 1 1 
;
0 0 1 1 1 1 0 1 1 0 1 1 1 1 
1 1 1 1 1 1 1 1 1 1 1 0 0 1 
1 0 0 1 1 0 1 1 1 0 1 1 1 1 
1 1 0 0 1 0 1 1 1 0 1 1 1 1 
1 1 1 1 0 1 1 1 0 1 1 1 1 1 
0 0 1 1 1 0 1 1 1 1 1 1 0 1 
1 1 0 0 0 0 1 1 1 1 0 1 1 0 
1 1 0 1 1 0 1 1 0 0 1 0 0 1 
1 1 1 1 1 1 0 0 1 0 1 1 1 1 
1 1 1 1 1 0 0 1 1 1 1 1 1 1 
1 1 0 0 1 1 1 1 1 0 1 1 1 1 
0 0 1 0 1 0 1 0 1 1 1 1 1 1 
1 0 1 1 1 0 1 1 1 1 1 0 1 1 
1 1 1 1 1 1 0 1 0 1 1 1 1 1 
;
